team_home,team_away,goals_home,goals_away,result,date,source
Guam,Northern Mariana Islands,3.0,1.0,1.0,2012-07-18,international_results
Northern Mariana Islands,Macau,1.0,5.0,2.0,2012-07-20,international_results
Guam,Macau,3.0,0.0,1.0,2012-07-22,international_results
Zambia,Zimbabwe,2.0,1.0,1.0,2012-08-08,international_results
El Salvador,Guatemala,1.0,0.0,1.0,2012-08-11,international_results
Jordan,Uzbekistan,0.0,1.0,2.0,2012-08-13,international_results
Burkina Faso,Togo,3.0,0.0,1.0,2012-08-14,international_results
Liechtenstein,Andorra,1.0,0.0,1.0,2012-08-14,international_results
San Marino,Malta,2.0,3.0,2.0,2012-08-14,international_results
Albania,Moldova,0.0,0.0,0.0,2012-08-15,international_results
Angola,Mozambique,2.0,0.0,1.0,2012-08-15,international_results
Armenia,Belarus,1.0,2.0,2.0,2012-08-15,international_results
Austria,Turkey,2.0,0.0,1.0,2012-08-15,international_results
Azerbaijan,Bahrain,3.0,0.0,1.0,2012-08-15,international_results
Belgium,Netherlands,4.0,2.0,1.0,2012-08-15,international_results
Bolivia,Guyana,2.0,0.0,1.0,2012-08-15,international_results
Botswana,Tanzania,3.0,3.0,0.0,2012-08-15,international_results
Bulgaria,Cyprus,1.0,0.0,1.0,2012-08-15,international_results
Canada,Trinidad and Tobago,2.0,0.0,1.0,2012-08-15,international_results
China,Ghana,1.0,1.0,0.0,2012-08-15,international_results
Costa Rica,Peru,0.0,1.0,2.0,2012-08-15,international_results
Croatia,Switzerland,2.0,4.0,2.0,2012-08-15,international_results
Denmark,Slovakia,1.0,3.0,2.0,2012-08-15,international_results
Ecuador,Chile,3.0,0.0,1.0,2012-08-15,international_results
El Salvador,Jamaica,0.0,2.0,2.0,2012-08-15,international_results
England,Italy,2.0,1.0,1.0,2012-08-15,international_results
Equatorial Guinea,Liberia,1.0,0.0,1.0,2012-08-15,international_results
Estonia,Poland,1.0,0.0,1.0,2012-08-15,international_results
France,Uruguay,0.0,0.0,0.0,2012-08-15,international_results
Germany,Argentina,1.0,3.0,2.0,2012-08-15,international_results
Guatemala,Paraguay,3.0,3.0,0.0,2012-08-15,international_results
Hungary,Israel,1.0,1.0,0.0,2012-08-15,international_results
Iceland,Faroe Islands,2.0,0.0,1.0,2012-08-15,international_results
Iran,Tunisia,2.0,2.0,0.0,2012-08-15,international_results
Japan,Venezuela,1.0,1.0,0.0,2012-08-15,international_results
Jordan,Uzbekistan,2.0,0.0,1.0,2012-08-15,international_results
South Korea,Zambia,2.0,1.0,1.0,2012-08-15,international_results
Luxembourg,Georgia,1.0,2.0,2.0,2012-08-15,international_results
North Macedonia,Lithuania,1.0,0.0,1.0,2012-08-15,international_results
Mexico,United States,0.0,1.0,2.0,2012-08-15,international_results
Montenegro,Latvia,2.0,0.0,1.0,2012-08-15,international_results
Morocco,Guinea,1.0,2.0,2.0,2012-08-15,international_results
Niger,Nigeria,0.0,0.0,0.0,2012-08-15,international_results
Northern Ireland,Finland,3.0,3.0,0.0,2012-08-15,international_results
Norway,Greece,2.0,3.0,2.0,2012-08-15,international_results
Oman,Egypt,1.0,1.0,0.0,2012-08-15,international_results
Portugal,Panama,2.0,0.0,1.0,2012-08-15,international_results
Puerto Rico,Spain,1.0,2.0,2.0,2012-08-15,international_results
Russia,Ivory Coast,1.0,1.0,0.0,2012-08-15,international_results
Scotland,Australia,3.0,1.0,1.0,2012-08-15,international_results
Serbia,Republic of Ireland,0.0,0.0,0.0,2012-08-15,international_results
Singapore,Hong Kong,2.0,0.0,1.0,2012-08-15,international_results
Slovenia,Romania,4.0,3.0,1.0,2012-08-15,international_results
Sweden,Brazil,0.0,3.0,2.0,2012-08-15,international_results
Ukraine,Czech Republic,0.0,0.0,0.0,2012-08-15,international_results
Wales,Bosnia and Herzegovina,0.0,2.0,2.0,2012-08-15,international_results
India,Syria,2.0,1.0,1.0,2012-08-22,international_results
Maldives,Nepal,2.0,1.0,1.0,2012-08-23,international_results
Syria,Cameroon,2.0,2.0,0.0,2012-08-24,international_results
India,Maldives,3.0,0.0,1.0,2012-08-25,international_results
Alderney,Sealand,1.0,1.0,0.0,2012-08-25,international_results
Botswana,Uganda,0.0,0.0,0.0,2012-08-26,international_results
Libya,Sudan,3.0,0.0,1.0,2012-08-26,international_results
Nepal,Cameroon,0.0,5.0,2.0,2012-08-26,international_results
Maldives,Syria,2.0,1.0,1.0,2012-08-27,international_results
India,Nepal,0.0,0.0,0.0,2012-08-28,international_results
Cameroon,Maldives,3.0,1.0,1.0,2012-08-29,international_results
Syria,Nepal,2.0,0.0,1.0,2012-08-30,international_results
India,Cameroon,0.0,1.0,2.0,2012-08-31,international_results
India,Cameroon,2.0,2.0,0.0,2012-09-02,international_results
Liberia,Malawi,1.0,0.0,1.0,2012-09-04,international_results
Cambodia,Philippines,0.0,0.0,0.0,2012-09-05,international_results
Jordan,Iran,0.0,0.0,0.0,2012-09-05,international_results
Martinique,British Virgin Islands,16.0,0.0,1.0,2012-09-05,international_results
Montserrat,Suriname,1.0,7.0,2.0,2012-09-05,international_results
Japan,United Arab Emirates,1.0,0.0,1.0,2012-09-06,international_results
Lebanon,Australia,0.0,3.0,2.0,2012-09-06,international_results
Qatar,Tajikistan,1.0,2.0,2.0,2012-09-06,international_results
Sweden,China,1.0,0.0,1.0,2012-09-06,international_results
Albania,Cyprus,3.0,1.0,1.0,2012-09-07,international_results
Andorra,Hungary,0.0,5.0,2.0,2012-09-07,international_results
Argentina,Paraguay,3.0,1.0,1.0,2012-09-07,international_results
Azerbaijan,Israel,1.0,1.0,0.0,2012-09-07,international_results
Bermuda,Puerto Rico,1.0,2.0,2.0,2012-09-07,international_results
Brazil,South Africa,1.0,0.0,1.0,2012-09-07,international_results
British Virgin Islands,Suriname,0.0,4.0,2.0,2012-09-07,international_results
Bulgaria,Italy,2.0,2.0,0.0,2012-09-07,international_results
Canada,Panama,1.0,0.0,1.0,2012-09-07,international_results
Colombia,Uruguay,4.0,0.0,1.0,2012-09-07,international_results
Costa Rica,Mexico,0.0,2.0,2.0,2012-09-07,international_results
Croatia,North Macedonia,1.0,0.0,1.0,2012-09-07,international_results
Cuba,Honduras,0.0,3.0,2.0,2012-09-07,international_results
Ecuador,Bolivia,1.0,0.0,1.0,2012-09-07,international_results
El Salvador,Guyana,2.0,2.0,0.0,2012-09-07,international_results
Estonia,Romania,0.0,2.0,2.0,2012-09-07,international_results
Finland,France,0.0,1.0,2.0,2012-09-07,international_results
Georgia,Belarus,1.0,0.0,1.0,2012-09-07,international_results
Germany,Faroe Islands,3.0,0.0,1.0,2012-09-07,international_results
Guatemala,Antigua and Barbuda,3.0,1.0,1.0,2012-09-07,international_results
Haiti,Saint Martin,7.0,0.0,1.0,2012-09-07,international_results
Iceland,Norway,2.0,0.0,1.0,2012-09-07,international_results
Jamaica,United States,2.0,1.0,1.0,2012-09-07,international_results
Kazakhstan,Republic of Ireland,1.0,2.0,2.0,2012-09-07,international_results
Latvia,Greece,1.0,2.0,2.0,2012-09-07,international_results
Liechtenstein,Bosnia and Herzegovina,1.0,8.0,2.0,2012-09-07,international_results
Lithuania,Slovakia,1.0,1.0,0.0,2012-09-07,international_results
Luxembourg,Portugal,1.0,2.0,2.0,2012-09-07,international_results
Malta,Armenia,0.0,1.0,2.0,2012-09-07,international_results
Martinique,Montserrat,5.0,0.0,1.0,2012-09-07,international_results
Moldova,England,0.0,5.0,2.0,2012-09-07,international_results
Montenegro,Poland,2.0,2.0,0.0,2012-09-07,international_results
Netherlands,Turkey,2.0,0.0,1.0,2012-09-07,international_results
New Caledonia,New Zealand,0.0,2.0,2.0,2012-09-07,international_results
Peru,Venezuela,2.0,1.0,1.0,2012-09-07,international_results
Russia,Northern Ireland,2.0,0.0,1.0,2012-09-07,international_results
Singapore,Philippines,0.0,2.0,2.0,2012-09-07,international_results
Slovenia,Switzerland,0.0,2.0,2.0,2012-09-07,international_results
Solomon Islands,Tahiti,2.0,0.0,1.0,2012-09-07,international_results
Spain,Saudi Arabia,5.0,0.0,1.0,2012-09-07,international_results
Uzbekistan,Kuwait,3.0,0.0,1.0,2012-09-07,international_results
Wales,Belgium,0.0,2.0,2.0,2012-09-07,international_results
Denmark,Czech Republic,0.0,0.0,0.0,2012-09-08,international_results
Scotland,Serbia,0.0,0.0,0.0,2012-09-08,international_results
Mali,Botswana,3.0,0.0,1.0,2012-09-08,international_results
Ghana,Malawi,2.0,0.0,1.0,2012-09-08,international_results
Liberia,Nigeria,2.0,2.0,0.0,2012-09-08,international_results
Zambia,Uganda,1.0,0.0,1.0,2012-09-08,international_results
Cape Verde,Cameroon,2.0,0.0,1.0,2012-09-08,international_results
Sierra Leone,Tunisia,2.0,2.0,0.0,2012-09-08,international_results
Sudan,Ethiopia,5.0,3.0,1.0,2012-09-08,international_results
Ivory Coast,Senegal,4.0,2.0,1.0,2012-09-08,international_results
Gabon,Togo,1.0,1.0,0.0,2012-09-08,international_results
Central African Republic,Burkina Faso,1.0,0.0,1.0,2012-09-08,international_results
Saint Barthélemy,Guadeloupe,1.0,8.0,2.0,2012-09-08,international_results
British Virgin Islands,Montserrat,0.0,7.0,2.0,2012-09-09,international_results
Haiti,Bermuda,3.0,1.0,1.0,2012-09-09,international_results
Martinique,Suriname,2.0,2.0,0.0,2012-09-09,international_results
Puerto Rico,Saint Martin,9.0,0.0,1.0,2012-09-09,international_results
Zimbabwe,Angola,3.0,1.0,1.0,2012-09-09,international_results
Mozambique,Morocco,2.0,0.0,1.0,2012-09-09,international_results
Guinea,Niger,1.0,0.0,1.0,2012-09-09,international_results
Libya,Algeria,0.0,1.0,2.0,2012-09-09,international_results
DR Congo,Equatorial Guinea,4.0,0.0,1.0,2012-09-09,international_results
Brazil,China,8.0,0.0,1.0,2012-09-10,international_results
Indonesia,North Korea,0.0,2.0,2.0,2012-09-10,international_results
Laos,Philippines,2.0,1.0,1.0,2012-09-10,international_results
Antigua and Barbuda,Guatemala,0.0,1.0,2.0,2012-09-11,international_results
Austria,Germany,1.0,2.0,2.0,2012-09-11,international_results
Belgium,Croatia,1.0,1.0,0.0,2012-09-11,international_results
Bosnia and Herzegovina,Latvia,4.0,1.0,1.0,2012-09-11,international_results
Bulgaria,Armenia,1.0,0.0,1.0,2012-09-11,international_results
Myanmar,Singapore,1.0,1.0,0.0,2012-09-11,international_results
Chile,Colombia,1.0,3.0,2.0,2012-09-11,international_results
Cyprus,Iceland,1.0,0.0,1.0,2012-09-11,international_results
Czech Republic,Finland,0.0,1.0,2.0,2012-09-11,international_results
England,Ukraine,1.0,1.0,0.0,2012-09-11,international_results
France,Belarus,3.0,1.0,1.0,2012-09-11,international_results
Gabon,Saudi Arabia,1.0,0.0,1.0,2012-09-11,international_results
Georgia,Spain,0.0,1.0,2.0,2012-09-11,international_results
Greece,Lithuania,2.0,0.0,1.0,2012-09-11,international_results
Guyana,El Salvador,2.0,3.0,2.0,2012-09-11,international_results
Haiti,Puerto Rico,2.0,1.0,1.0,2012-09-11,international_results
Honduras,Cuba,1.0,0.0,1.0,2012-09-11,international_results
Hungary,Netherlands,1.0,4.0,2.0,2012-09-11,international_results
Republic of Ireland,Oman,4.0,1.0,1.0,2012-09-11,international_results
Israel,Russia,0.0,4.0,2.0,2012-09-11,international_results
Italy,Malta,2.0,0.0,1.0,2012-09-11,international_results
Japan,Iraq,1.0,0.0,1.0,2012-09-11,international_results
Jordan,Australia,2.0,1.0,1.0,2012-09-11,international_results
Lebanon,Iran,1.0,0.0,1.0,2012-09-11,international_results
Liberia,Ghana,2.0,0.0,1.0,2012-09-11,international_results
Malaysia,Vietnam,0.0,2.0,2.0,2012-09-11,international_results
Mexico,Costa Rica,1.0,0.0,1.0,2012-09-11,international_results
New Zealand,Solomon Islands,6.0,1.0,1.0,2012-09-11,international_results
Northern Ireland,Luxembourg,1.0,1.0,0.0,2012-09-11,international_results
Norway,Slovenia,2.0,1.0,1.0,2012-09-11,international_results
Panama,Canada,2.0,0.0,1.0,2012-09-11,international_results
Paraguay,Venezuela,0.0,2.0,2.0,2012-09-11,international_results
Peru,Argentina,1.0,1.0,0.0,2012-09-11,international_results
Poland,Moldova,2.0,0.0,1.0,2012-09-11,international_results
Portugal,Azerbaijan,3.0,0.0,1.0,2012-09-11,international_results
Romania,Andorra,4.0,0.0,1.0,2012-09-11,international_results
San Marino,Montenegro,0.0,6.0,2.0,2012-09-11,international_results
Scotland,North Macedonia,1.0,1.0,0.0,2012-09-11,international_results
Serbia,Wales,6.0,1.0,1.0,2012-09-11,international_results
Slovakia,Liechtenstein,2.0,0.0,1.0,2012-09-11,international_results
South Africa,Mozambique,2.0,0.0,1.0,2012-09-11,international_results
Saint Martin,Bermuda,0.0,8.0,2.0,2012-09-11,international_results
Sweden,Kazakhstan,2.0,0.0,1.0,2012-09-11,international_results
Switzerland,Albania,2.0,0.0,1.0,2012-09-11,international_results
Tahiti,New Caledonia,0.0,4.0,2.0,2012-09-11,international_results
Turkey,Estonia,3.0,0.0,1.0,2012-09-11,international_results
United Arab Emirates,Kuwait,3.0,0.0,1.0,2012-09-11,international_results
Uruguay,Ecuador,1.0,1.0,0.0,2012-09-11,international_results
United States,Jamaica,1.0,0.0,1.0,2012-09-11,international_results
Uzbekistan,South Korea,2.0,2.0,0.0,2012-09-11,international_results
Thailand,Laos,2.0,1.0,1.0,2012-09-12,international_results
French Guiana,Haiti,1.0,2.0,2.0,2012-09-16,international_results
Brazil,Argentina,2.0,1.0,1.0,2012-09-19,international_results
Nepal,Bangladesh,1.0,1.0,0.0,2012-09-20,international_results
Guadeloupe,Saint Pierre and Miquelon,13.0,0.0,1.0,2012-09-22,international_results
Réunion,French Guiana,2.0,0.0,1.0,2012-09-22,international_results
Tahiti,Mayotte,1.0,3.0,2.0,2012-09-22,international_results
Martinique,New Caledonia,2.0,0.0,1.0,2012-09-22,international_results
Aruba,Dominican Republic,2.0,2.0,0.0,2012-09-23,international_results
Barbados,Dominica,1.0,0.0,1.0,2012-09-23,international_results
Réunion,Saint Pierre and Miquelon,10.0,0.0,1.0,2012-09-24,international_results
Guadeloupe,French Guiana,4.0,2.0,1.0,2012-09-24,international_results
New Caledonia,Mayotte,0.0,2.0,2.0,2012-09-24,international_results
Martinique,Tahiti,2.0,3.0,2.0,2012-09-24,international_results
Barbados,Dominican Republic,0.0,1.0,2.0,2012-09-25,international_results
Dominica,Aruba,3.0,2.0,1.0,2012-09-25,international_results
Philippines,Guam,1.0,0.0,1.0,2012-09-25,international_results
Taiwan,Macau,1.0,0.0,1.0,2012-09-25,international_results
Abkhazia,Artsakh,1.0,1.0,0.0,2012-09-25,international_results
Réunion,Guadeloupe,2.0,1.0,1.0,2012-09-26,international_results
French Guiana,Saint Pierre and Miquelon,11.0,1.0,1.0,2012-09-26,international_results
New Caledonia,Tahiti,0.0,1.0,2.0,2012-09-26,international_results
Martinique,Mayotte,3.0,0.0,1.0,2012-09-26,international_results
Barbados,Aruba,2.0,1.0,1.0,2012-09-27,international_results
Dominican Republic,Dominica,2.0,1.0,1.0,2012-09-27,international_results
Philippines,Macau,5.0,0.0,1.0,2012-09-27,international_results
Taiwan,Guam,2.0,0.0,1.0,2012-09-27,international_results
Oman,Yemen,2.0,1.0,1.0,2012-09-28,international_results
Saint Pierre and Miquelon,New Caledonia,1.0,16.0,2.0,2012-09-28,international_results
French Guiana,Tahiti,2.0,1.0,1.0,2012-09-28,international_results
Macau,Guam,0.0,3.0,2.0,2012-09-29,international_results
Philippines,Taiwan,3.0,1.0,1.0,2012-09-29,international_results
Guadeloupe,Mayotte,1.0,0.0,1.0,2012-09-29,international_results
Réunion,Martinique,2.0,2.0,0.0,2012-09-29,international_results
Myanmar,Brunei,1.0,0.0,1.0,2012-10-05,international_results
Cambodia,Timor-Leste,1.0,5.0,2.0,2012-10-05,international_results
Myanmar,Timor-Leste,2.0,1.0,1.0,2012-10-07,international_results
Laos,Cambodia,1.0,0.0,1.0,2012-10-07,international_results
Cambodia,Brunei,2.0,3.0,2.0,2012-10-09,international_results
Timor-Leste,Laos,3.0,1.0,1.0,2012-10-09,international_results
French Guiana,Trinidad and Tobago,1.0,4.0,2.0,2012-10-10,international_results
Brazil,Iraq,6.0,0.0,1.0,2012-10-11,international_results
Brunei,Laos,1.0,3.0,2.0,2012-10-11,international_results
Myanmar,Cambodia,3.0,0.0,1.0,2012-10-11,international_results
Kuwait,Syria,1.0,1.0,0.0,2012-10-11,international_results
Albania,Iceland,1.0,2.0,2.0,2012-10-12,international_results
Antigua and Barbuda,United States,1.0,2.0,2.0,2012-10-12,international_results
Argentina,Uruguay,3.0,0.0,1.0,2012-10-12,international_results
Armenia,Italy,1.0,3.0,2.0,2012-10-12,international_results
Bahrain,Philippines,0.0,0.0,0.0,2012-10-12,international_results
Belarus,Spain,0.0,4.0,2.0,2012-10-12,international_results
Bolivia,Peru,1.0,1.0,0.0,2012-10-12,international_results
Bulgaria,Denmark,1.0,1.0,0.0,2012-10-12,international_results
Canada,Cuba,3.0,0.0,1.0,2012-10-12,international_results
Colombia,Paraguay,2.0,0.0,1.0,2012-10-12,international_results
Czech Republic,Malta,3.0,1.0,1.0,2012-10-12,international_results
Ecuador,Chile,3.0,1.0,1.0,2012-10-12,international_results
Egypt,Congo,3.0,0.0,1.0,2012-10-12,international_results
El Salvador,Costa Rica,0.0,1.0,2.0,2012-10-12,international_results
England,San Marino,5.0,0.0,1.0,2012-10-12,international_results
Estonia,Hungary,0.0,1.0,2.0,2012-10-12,international_results
Faroe Islands,Sweden,1.0,2.0,2.0,2012-10-12,international_results
Finland,Georgia,1.0,1.0,0.0,2012-10-12,international_results
France,Japan,0.0,1.0,2.0,2012-10-12,international_results
French Guiana,Anguilla,4.0,1.0,1.0,2012-10-12,international_results
Greece,Bosnia and Herzegovina,0.0,0.0,0.0,2012-10-12,international_results
Guatemala,Jamaica,2.0,1.0,1.0,2012-10-12,international_results
Guyana,Mexico,0.0,5.0,2.0,2012-10-12,international_results
Republic of Ireland,Germany,1.0,6.0,2.0,2012-10-12,international_results
Kazakhstan,Austria,0.0,0.0,0.0,2012-10-12,international_results
Lesotho,Eswatini,2.0,1.0,1.0,2012-10-12,international_results
Liechtenstein,Lithuania,0.0,2.0,2.0,2012-10-12,international_results
Luxembourg,Israel,0.0,6.0,2.0,2012-10-12,international_results
North Macedonia,Croatia,1.0,2.0,2.0,2012-10-12,international_results
Moldova,Ukraine,0.0,0.0,0.0,2012-10-12,international_results
Netherlands,Andorra,3.0,0.0,1.0,2012-10-12,international_results
Panama,Honduras,0.0,0.0,0.0,2012-10-12,international_results
Poland,South Africa,1.0,0.0,1.0,2012-10-12,international_results
Russia,Portugal,1.0,0.0,1.0,2012-10-12,international_results
Serbia,Belgium,0.0,3.0,2.0,2012-10-12,international_results
Slovakia,Latvia,2.0,1.0,1.0,2012-10-12,international_results
Slovenia,Cyprus,2.0,1.0,1.0,2012-10-12,international_results
Solomon Islands,New Caledonia,2.0,6.0,2.0,2012-10-12,international_results
Switzerland,Norway,1.0,1.0,0.0,2012-10-12,international_results
Tahiti,New Zealand,0.0,2.0,2.0,2012-10-12,international_results
Turkey,Romania,0.0,1.0,2.0,2012-10-12,international_results
United Arab Emirates,Uzbekistan,2.0,2.0,0.0,2012-10-12,international_results
Wales,Scotland,2.0,1.0,1.0,2012-10-12,international_results
Brunei,Timor-Leste,2.0,1.0,1.0,2012-10-13,international_results
Myanmar,Laos,0.0,0.0,0.0,2012-10-13,international_results
Namibia,Rwanda,0.0,0.0,0.0,2012-10-13,international_results
Botswana,Mali,1.0,4.0,2.0,2012-10-13,international_results
Malawi,Ghana,0.0,1.0,2.0,2012-10-13,international_results
Nigeria,Liberia,6.0,1.0,1.0,2012-10-13,international_results
Uganda,Zambia,1.0,0.0,1.0,2012-10-13,international_results
Morocco,Mozambique,4.0,0.0,1.0,2012-10-13,international_results
Tunisia,Sierra Leone,0.0,0.0,0.0,2012-10-13,international_results
Senegal,Ivory Coast,0.0,2.0,2.0,2012-10-13,international_results
Lesotho,Eswatini,0.0,1.0,2.0,2012-10-14,international_results
Saudi Arabia,Congo,3.0,2.0,1.0,2012-10-14,international_results
Saint Kitts and Nevis,French Guiana,0.0,3.0,2.0,2012-10-14,international_results
Trinidad and Tobago,Anguilla,10.0,0.0,1.0,2012-10-14,international_results
Angola,Zimbabwe,2.0,0.0,1.0,2012-10-14,international_results
Cameroon,Cape Verde,2.0,1.0,1.0,2012-10-14,international_results
Niger,Guinea,2.0,0.0,1.0,2012-10-14,international_results
Ethiopia,Sudan,2.0,0.0,1.0,2012-10-14,international_results
Algeria,Libya,2.0,0.0,1.0,2012-10-14,international_results
Equatorial Guinea,DR Congo,2.0,1.0,1.0,2012-10-14,international_results
Togo,Gabon,2.0,1.0,1.0,2012-10-14,international_results
Burkina Faso,Central African Republic,3.0,1.0,1.0,2012-10-14,international_results
Albania,Slovenia,1.0,0.0,1.0,2012-10-16,international_results
Andorra,Estonia,0.0,1.0,2.0,2012-10-16,international_results
Austria,Kazakhstan,4.0,0.0,1.0,2012-10-16,international_results
Belarus,Georgia,2.0,0.0,1.0,2012-10-16,international_results
Belgium,Scotland,2.0,0.0,1.0,2012-10-16,international_results
Bolivia,Uruguay,4.0,1.0,1.0,2012-10-16,international_results
Bosnia and Herzegovina,Lithuania,3.0,0.0,1.0,2012-10-16,international_results
Chile,Argentina,1.0,2.0,2.0,2012-10-16,international_results
Colombia,Cameroon,3.0,0.0,1.0,2012-10-16,international_results
Costa Rica,Guyana,7.0,0.0,1.0,2012-10-16,international_results
Croatia,Wales,2.0,0.0,1.0,2012-10-16,international_results
Cuba,Panama,1.0,1.0,0.0,2012-10-16,international_results
Cyprus,Norway,1.0,3.0,2.0,2012-10-16,international_results
Czech Republic,Bulgaria,0.0,0.0,0.0,2012-10-16,international_results
Egypt,Tunisia,0.0,1.0,2.0,2012-10-16,international_results
Faroe Islands,Republic of Ireland,1.0,4.0,2.0,2012-10-16,international_results
Germany,Sweden,4.0,4.0,0.0,2012-10-16,international_results
Honduras,Canada,8.0,1.0,1.0,2012-10-16,international_results
Hong Kong,Malaysia,0.0,3.0,2.0,2012-10-16,international_results
Hungary,Turkey,3.0,1.0,1.0,2012-10-16,international_results
Iceland,Switzerland,0.0,2.0,2.0,2012-10-16,international_results
Iran,South Korea,1.0,0.0,1.0,2012-10-16,international_results
Iraq,Australia,1.0,2.0,2.0,2012-10-16,international_results
Israel,Luxembourg,3.0,0.0,1.0,2012-10-16,international_results
Italy,Denmark,3.0,1.0,1.0,2012-10-16,international_results
Jamaica,Antigua and Barbuda,4.0,1.0,1.0,2012-10-16,international_results
Japan,Brazil,0.0,4.0,2.0,2012-10-16,international_results
Kenya,South Africa,1.0,2.0,2.0,2012-10-16,international_results
Kuwait,Philippines,2.0,1.0,1.0,2012-10-16,international_results
Latvia,Liechtenstein,2.0,0.0,1.0,2012-10-16,international_results
Lebanon,Yemen,2.0,1.0,1.0,2012-10-16,international_results
North Macedonia,Serbia,1.0,0.0,1.0,2012-10-16,international_results
Mexico,El Salvador,2.0,0.0,1.0,2012-10-16,international_results
New Caledonia,Solomon Islands,5.0,0.0,1.0,2012-10-16,international_results
New Zealand,Tahiti,3.0,0.0,1.0,2012-10-16,international_results
Oman,Jordan,2.0,1.0,1.0,2012-10-16,international_results
Paraguay,Peru,1.0,0.0,1.0,2012-10-16,international_results
Portugal,Northern Ireland,1.0,1.0,0.0,2012-10-16,international_results
Qatar,Uzbekistan,0.0,1.0,2.0,2012-10-16,international_results
Romania,Netherlands,1.0,4.0,2.0,2012-10-16,international_results
Russia,Azerbaijan,1.0,0.0,1.0,2012-10-16,international_results
San Marino,Moldova,0.0,2.0,2.0,2012-10-16,international_results
Singapore,India,2.0,0.0,1.0,2012-10-16,international_results
Slovakia,Greece,0.0,1.0,2.0,2012-10-16,international_results
Spain,France,1.0,1.0,0.0,2012-10-16,international_results
Ukraine,Montenegro,0.0,1.0,2.0,2012-10-16,international_results
United Arab Emirates,Bahrain,6.0,2.0,1.0,2012-10-16,international_results
United States,Guatemala,3.0,1.0,1.0,2012-10-16,international_results
Venezuela,Ecuador,1.0,1.0,0.0,2012-10-16,international_results
Vietnam,Indonesia,0.0,0.0,0.0,2012-10-16,international_results
Poland,England,1.0,1.0,0.0,2012-10-17,international_results
Saint Lucia,Curaçao,5.0,1.0,1.0,2012-10-21,international_results
Artsakh,Abkhazia,3.0,0.0,1.0,2012-10-21,international_results
Curaçao,Guyana,1.0,2.0,2.0,2012-10-23,international_results
Guadeloupe,Dominican Republic,0.0,2.0,2.0,2012-10-23,international_results
Martinique,Puerto Rico,2.0,1.0,1.0,2012-10-23,international_results
Vietnam,Turkmenistan,0.0,1.0,2.0,2012-10-24,international_results
Dominican Republic,Martinique,1.0,1.0,0.0,2012-10-25,international_results
Guadeloupe,Puerto Rico,4.0,1.0,1.0,2012-10-25,international_results
Saint Vincent and the Grenadines,Curaçao,4.0,0.0,1.0,2012-10-25,international_results
Vietnam,Laos,4.0,0.0,1.0,2012-10-26,international_results
Guadeloupe,Martinique,3.0,3.0,0.0,2012-10-27,international_results
Puerto Rico,Dominican Republic,1.0,3.0,2.0,2012-10-27,international_results
Laos,Turkmenistan,2.0,4.0,2.0,2012-10-28,international_results
Vietnam,Malaysia,1.0,0.0,1.0,2012-11-03,international_results
Iran,Tajikistan,6.0,1.0,1.0,2012-11-06,international_results
Thailand,Malaysia,2.0,0.0,1.0,2012-11-07,international_results
Bahrain,Jordan,3.0,0.0,1.0,2012-11-08,international_results
Oman,Estonia,1.0,2.0,2.0,2012-11-08,international_results
Eswatini,Lesotho,0.0,0.0,0.0,2012-11-11,international_results
Albania,Cameroon,0.0,0.0,0.0,2012-11-14,international_results
Algeria,Bosnia and Herzegovina,0.0,1.0,2.0,2012-11-14,international_results
Andorra,Iceland,0.0,2.0,2.0,2012-11-14,international_results
Angola,Congo,1.0,1.0,0.0,2012-11-14,international_results
Armenia,Lithuania,4.0,2.0,1.0,2012-11-14,international_results
Austria,Ivory Coast,0.0,3.0,2.0,2012-11-14,international_results
Bolivia,Costa Rica,1.0,1.0,0.0,2012-11-14,international_results
Brazil,Colombia,1.0,1.0,0.0,2012-11-14,international_results
Bulgaria,Ukraine,0.0,1.0,2.0,2012-11-14,international_results
Cape Verde,Ghana,0.0,1.0,2.0,2012-11-14,international_results
China,New Zealand,1.0,1.0,0.0,2012-11-14,international_results
DR Congo,Burkina Faso,0.0,1.0,2.0,2012-11-14,international_results
Cuba,Suriname,5.0,0.0,1.0,2012-11-14,international_results
Cyprus,Finland,0.0,3.0,2.0,2012-11-14,international_results
Czech Republic,Slovakia,3.0,0.0,1.0,2012-11-14,international_results
Gabon,Portugal,2.0,2.0,0.0,2012-11-14,international_results
Georgia,Egypt,0.0,0.0,0.0,2012-11-14,international_results
Grenada,French Guiana,1.0,1.0,0.0,2012-11-14,international_results
Haiti,Guyana,1.0,0.0,1.0,2012-11-14,international_results
Honduras,Peru,0.0,0.0,0.0,2012-11-14,international_results
Hungary,Norway,0.0,2.0,2.0,2012-11-14,international_results
Indonesia,Timor-Leste,1.0,0.0,1.0,2012-11-14,international_results
Iran,Uzbekistan,0.0,1.0,2.0,2012-11-14,international_results
Iraq,Jordan,1.0,0.0,1.0,2012-11-14,international_results
Republic of Ireland,Greece,0.0,1.0,2.0,2012-11-14,international_results
Israel,Belarus,1.0,2.0,2.0,2012-11-14,international_results
Italy,France,1.0,2.0,2.0,2012-11-14,international_results
South Korea,Australia,1.0,2.0,2.0,2012-11-14,international_results
Kuwait,Bahrain,1.0,1.0,0.0,2012-11-14,international_results
Liechtenstein,Malta,0.0,1.0,2.0,2012-11-14,international_results
Luxembourg,Scotland,1.0,2.0,2.0,2012-11-14,international_results
